no_reg,nama_perusahaan,nama_merek_usaha,tipe_keanggotaan,jenis_perizinan,domain,alamat_kantor,kelurahan,kecamatan,kabkota,provinsi,kodepos,phone,fax
S686,PT. PERSONEL ALIH DAYA,PERSADA,Corporate,-,PERSADA.ID,Jl. Poltangan Raya No. 35,TANJUNG BARAT,JAGAKARSA,JAKARTA SELATAN,DKI JAKARTA,12530,+622178846142,+622178846138
S1363,CV. RAGYL,RAGYL,Corporate,-,RAGYL.COM,Jl. Semboja 81 RT.23 RW.03,Cepokomulyo,Kepanjen,Kab. Malang,JAWA TIMUR,65163,082232775577,082232775577
S689,PDAM SURYA SEMBADA KOTA SURABAYA,PDAM,Goverment,-,PDAM-SBY.GO.ID,JL. MAYJEND PROF. DR. MOESTOPO 2,PACAR KELING,TAMBAKSARI,Surabaya,JAWA TIMUR,60131,+62315039373,+62315030100
S691,SEKRETARIAT JENDERAL MPR RI,SEKRETARIAT JENDERAL MPR RI,Goverment,-,MPR.GO.ID,Jalan Jenderal Gatot Subroto No. 6,GELORA,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,10270,+622157895063,+622157895078
S692,KEMENTERIAN KETENAGAKERJAAN REPUBLIK INDONESIA,KEMNAKER,Goverment,-,KEMNAKER.GO.ID,Jl. Jendral Gatot Subroto No. 51,KUNINGAN TIMUR,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12950,021-5255733,021-5255733
S693,PT. NAGA KREATIF RODA INDONESIA,NAGA KRI,Corporate,-,KRI.CO.ID,"Rukan Exclusive Mideterania Blok. H No. 26 BGM
PIK RT. 008 / RW. 05",KAMAL MUARA,PENJARINGAN,JAKARTA UTARA,DKI JAKARTA,14470,021-80624624,021-80624624
S694,PT. PRADIPA SAPTA MEDIA,BOSEN.NET,Corporate,-,BOSEN.NET,"Jl. Naripan No. 85-89
Kebon Pisang – Sumur Bandung",KEBON PISANG,SUMUR BANDUNG,BANDUNG,JAWA BARAT,40111,+622285880831,+622285880831
S695,PT. TITIK TERANG MAKMUR,SPT ONLINE,Corporate,-,PUTRANTO-ALLIANCE.COM,Jl. DENPASAR RAYA BLOK C4 NO. 24 RT/RW 007/002,KUNINGAN TIMUR,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12950,0215204989,0215204990
S696,UNIVERSITAS ISLAM NEGERI RADEN FATAH PALEMBANG,UIN RADEN FATAH PALEMBANG,Education,-,RADENFATAH.AC.ID,"Jl. Prof K. H Zainal Abidin Fikry KM. 3,5",PAHLAWAN,KEMUNING,PALEMBANG,SUMATERA SELATAN,30126,0711-354668,0711-356209
S697,"DINAS KOMUNIKASI, INFORMATIKA, DAN STATISTIK",DISKOMINFO MAGELANNG,Goverment,-,MAGELANGKOTA.GO.ID,Jl. Sarwo Edhie Wibowo no. 2 Kota Magelang,MAGERSARI,MAGELANG SELATAN,MAGELANG,JAWA TENGAH,56126,+62-293360990,+62-293360990
S699,UNIVERSITAS SAM RATULANGI,UNSRAT,Education,-,UNSRAT.AC.ID,"Jl. Kampus Unsrat, Bahu, Manado",KLEAK,MALALAYANG,MANADO,SULAWESI UTARA,95115,0431-863886,0431-822568
S700,PT. CG POWER SYSTEMS INDONESIA,CG GLOBAL,Corporate,-,CGGLOBAL.COM,"Kawasan Industri Menara Permai Kav. 10, Jl. Raya Narogong km. 23",DAYEUH,CILEUNGSI,KAB. BOGOR,JAWA BARAT,16820,0218230430,0218230222
S706,PEMERINTAH KABUPATEN KEBUMEN,PEMERINTAH DAERAH,Goverment,-,KEBUMENKAB.GO.ID,"Jl. Indrakila, Kebumen",KEBUMEN,KEBUMEN,KAB. KEBUMEN,JAWA TENGAH,54317,(0287)383349,(0287)385501
S707,PT. KLIK MEDIA NETINDO,KLIKMEDIA.ID,Corporate,-,KLIKMEDIA.ID,"Office 8, Lt. 18-A
Jl Jend. Sudirman Kav.52-53
SCBD",SENAYAN,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12190,021-29601448,021-29601448
S708,STMIK AMIKOM YOGYAKARTA,AMIKOM,Education,-,AMIKOM.AC.ID,Jl Ringroad Utara,CONDONGCATUR,DEPOK,KAB. SLEMAN,DI YOGYAKARTA,55283,0274884201,0274884208
S710,PT. IDMARCO PERKASA INDONESIA,IDMARCO,Corporate,-,IDMARCO.COM,Ariobimo Sentral Lt. 3 Jl. H. R. Rasuna Said Blok. X-2 Kav. 5,KUNINGAN TIMUR,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12950,(+62) 21 8066 8889,NA
S712,PEMERINTAH KABUPATEN BOJONEGORO,PEMKAB BOJONEGORO,Goverment,-,BOJONEGOROKAB.GO.ID,"Kantor Bupati Bojonegoro
Jl. P. Mas Tumapel No. 1",KADIPATEN,BOJONEGORO,Kab. Bojonegoro,JAWA TIMUR,62111,+62-353-881826,+62-353-884893
S713,PT. SINAR BUNBUNAN MULYA,SINARHOSTING.COM,Corporate,-,SINARHOSTING.COM,Jl. I Gusti Ngurah Rai Ruko Mal Klender Blok. B III,KLENDER,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,13470,021-79184484,021-79184297
S714,PT. GARANSINDO INTER GLOBAL,"JEEP, DODGE, CHRYSLER,ALFAROMEO, FIAT, DUCATI, PEUGEOTSCOOTERS, ITALJET",Corporate,-,GARANSINDO.COM,"Garasindo Building, Jl. Warung Jati Barat No. 9 RT. 006 RW. 05",KALIBATA,PANCORAN,JAKARTA SELATAN,DKI JAKARTA,12740,02178832222,02178838585
S715,STMIK INDONESIA PADANG,STMIK INDONESIA PADANG,Education,-,STMIKINDONESIA.AC.ID,Jalan Khatib Sulaiman Dalam No. 1,ULAK KARANG UTARA,PADANG UTARA,PADANG,SUMATERA BARAT,25136,0751-7051699,0751-7058325
S716,PT. PARAMADAKSA TEKNOLOGI NUSANTARA,NEXSOFT,Corporate,-,NEXCLOUD.ID,"Citylofts Sudirman Suite 2610
KH. Mas Mansyur 121",KARET TENGSIN,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,10220,+6221 29704063,+6221 25558609
S717,PT. SAKTI GLOBAL SOLUSINDO,JASA TEKNOLOGI INFORMATIKA,Corporate,-,WWW.SAKTINDO.NET,RUKO BANTARA NO.7 JL. BHAYANGKARA NO.9,SUMURPECUNG,SERANG,SERANG,BANTEN,42115,02548490292,02548490292
S586,PT. TERMINAL TELUK LAMONG,TERMINAL TELUK LAMONG,Corporate,-,WWW.TELUKLAMONG.CO.ID,Jalan raya tambak osuwilangon Km 12 Surabaya,tambak osowilangun,benowo,Surabaya,JAWA TIMUR,60191,03199001500,03199001490
S718,PEMERINTAH KOTA BANDUNG,PEMERINTAH KOTA BANDUNG,Goverment,-,BANDUNG.GO.ID,JL. WASTUKANCANA NO. 2,BABAKAN CIAMIS,SUMUR BANDUNG,BANDUNG,JAWA BARAT,40117,022-4234892,-
S719,INSTITUT AGAMA ISLAM NEGERI RADEN INTAN LAMPUNG,UIN RADEN INTAN LAMPUNG,Education,-,RADENINTAN.AC.ID,Jl. Letnan Kolonel Hendro Suratmin,SUKARAME,SUKARAME,BANDAR LAMPUNG,LAMPUNG,35131,0721-780887,0721-780887
S721,PT. IP NETWORK SOLUSINDO,JASA,Corporate,-,WWW.IPNETSOLUSINDO.COM,"komplek Golden Centrum
Jl. Majapahit No. 26 P",PETOJO SELATAN,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10160,021 3501107,021 3511306
S722,CV. ANINDISA KOMPUTINDO PRATAMA,ANINDISA ICT SOLUTIONS,Corporate,-,ANINDISA.CO.ID,"Bekasi Blessing Center, Lt. 2
Jl. Gurame Raya No. 31",KAYURINGIN JAYA,BEKASI SELATAN,BEKASI,JAWA BARAT,17144,+622180682777,+622180682777
S1622,UNIVERSITAS TEKNOLOGI YOGYAKARTA,UTY,Education,-,UTY.AC.ID,"Jl. Ringroad Utara, Jombor",SENDANGADI,MLATI,KAB. SLEMAN,DI YOGYAKARTA,55285,0274623306,0274623310
S725,MARKAS BESAR TNI ANGKATAN DARAT,MABES TNI AD,Goverment,-,TNIAD.MIL.ID,Jl. Veteran No. 5 Jakarta Pusat,GAMBIR,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10110,021-38998274,021-3800821
S726,PT. DENEVA,DOMAINESIA,Corporate,-,DENEVA.CO.ID,"Genius Idea Coworking And Office Space Yogyakarta 
Jl. Magelang, Cokrodiningratan, Jetis,",COKRODININGRATAN,JETIS,YOGYAKARTA,DI YOGYAKARTA,55233,+62274545653,+62
S727,INSTITUT TEKNOLOGI NASIONAL,INSTITUT TEKNOLOGI NASIONAL,Education,-,ITENAS.AC.ID,Jl. PHH Mustapha 23 Bandung,NEGLASARI,CIBEUNYING KALER,BANDUNG,JAWA BARAT,40124,022-7272215,022-7202892
S728,PT. ASTRA SEDAYA FINANCE,ASTRA CREDIT COMPANIES,Corporate,-,ACC.CO.ID,"JL. TB SIMATUPANG NO. 90, TANJUNG BARAT, JAGAKARSA",TANJUNG BARAT,JAGAKARSA,JAKARTA SELATAN,DKI JAKARTA,12530,02178859000,-
S729,KEMENTERIAN KOORDINATOR BIDANG PEREKONOMIAN,INSTANSI PEMERINTAH,Goverment,-,EKON.GO.ID,"GEDUNG ALI WARDHANA, 
JL. LAPANGAN BANTENG TIMUR NO. 2-4",PASAR BARU,SAWAH BESAR,JAKARTA PUSAT,DKI JAKARTA,10710,021-3521981,021-3456821
S730,PT. INTEGRA INDOLESTARI (GROUP),-,Corporate,-,IIL.CO.ID,JL BETRO 678,BETRO,SEDATI,Kab. Sidoarjo,JAWA TIMUR,61253,+62318910434,+62318911108
S731,PT. ARUPA CLOUD NUSANTARA,ZETTAGRID INDONESIA,Corporate,-,ZETTAGRID.ID,"EightyEight Kasabanka Lt. 18
Jalan Casablanca Raya Kav. 88",MENTENG DALAM,TEBET,JAKARTA SELATAN,DKI JAKARTA,12870,+622127899962,+62
S732,IAIN IMAM BONJOL,IAIN IMAM BONJOL,Education,-,IAINIMAMBONJOL.AC.ID,Jl. Prof. Mahmud Yunus Lubuk Lintah,KURANJI,KURANJI,PADANG,SUMATERA BARAT,25135,0751-24435,0751-24435
S733,UNIVERSITAS 17 AGUSTUS 1945 BANYUWANGI,UNIVERSITAS 17 AGUSTUS 1945 BANYUWANGI,Education,-,WWW.UNTAG-BANYUWANGI.AC.ID,Jl. Adisucipto 26 Banyuwangi,Taman Baru,Banyuwangi,Kab. Banyuwangi,JAWA TIMUR,68416,0333 416440,0333 416440
S734,UNIVERSITAS MUHAMMADIYAH PALEMBANG,UNIVERSITAS MUHAMMADIYAH PALEMBANG,Education,-,UM-PALEMBANG.AC.ID,Kampus A Jl. Jendral Ahmad Yani 13 Ulu,13 ULU,SEBERANG ULU II,PALEMBANG,SUMATERA SELATAN,30263,0711-513022,0711-513078
S736,DINAS KOMINFO KOTA PEKALONGAN,DINKOMINFO,Goverment,-,PEKALONGANKOTA.GO.ID,Jl. MAJAPAHIT NO. 5 PEKALONGAN,PODOSUGIH,PEKALONGAN BARAT,PEKALONGAN,JAWA TENGAH,51111,(0285) 421243,(0285) 7911808
S737,DISKOMLEK MABES TNI AL,DISKOMLEK MABES TNI AL,Goverment,-,TNIALMIL.ID,"Gedung B4 Lt. 8-9 
Mabes TNI AL Cilangkap
Jakarta Timur",CILANGKAP,CIPAYUNG,JAKARTA TIMUR,DKI JAKARTA,13870,021-8723336,021-8723777
S738,PT. IMAN TEKNOLOGI INFORMASI,XECUREIT,Corporate,-,XECUREIT.ID,"Jalan Jatiwaringin Raya No. 24
Komplek Rukan Jatiwaringin Junction, Blok. M",CIPINANG MELAYU,MAKASAR,JAKARTA TIMUR,DKI JAKARTA,13620,02121385352,-
S739,PT. CIPTA DATA MEDIA,"CMEDIA, WALANJA",Corporate,-,CMEDIA.CO.ID,Jl. Mentor 1 No. 1,SUKARAJA,CICENDO,BANDUNG,JAWA BARAT,40175,022 2056 4410,022 2056 4420
S740,PT. ARKADIA MEDIA NUSANTARA,SUARADOTCOM,Corporate,-,SUARA.COM,Jl. Sisingamangaraja No. 21,GUNUNG,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12120,+62 21 7241888,+62 21 7241887
S741,PT. BLUE BIRD,BLUE BIRD,Corporate,-,BLUEBIRDGROUP.COM,BLUE BIRD POOL PURI 6 A JL. BOJONG INDAH RAYA NO.  6 A RT / RW 01/01,RAWA BUAYA,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11740,0217989000,02179196052
S742,PT. OTHMAR MATRA MEDIA,OTHMAR NETWORK,Corporate,-,OTHMARNETWORK.COM,"Komplek Perkantoran Taman Kebon Jeruk no IX
Jl. Meruya Ilir No.14, RT.5/RW.8
Srengseng, Kembangan
Jakarta Barat, DKI Jakarta 11620",Srengseng,Kembangan,Jakarta Barat,DKI JAKARTA,11620,021-29986288,021-29986288
S744,PT. ASURANSI JIWA INHEALTH INDONESIA,MANDIRI INHEALTH,Corporate,-,INHEALTH.CO.ID,"Menara Palma Lt. 20
Jln. H. R. Rasuna Said Blok X2 Kav. 6",KUNINGAN TIMUR,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12950,+62 21 525 0900,+62 21 5250 708
S746,PT. CITRA AKSES INDONUSA,CITRAINDO.COM,Corporate,-,CITRAINDO.COM,"TAMAN MERPATI PURIJAYA BLOK AD13 NO,8
SUKAMANTRI KRC.PASAR KEMIS
TANGERANG, BANTEN 15560",SUKAMANTRI,PASARKEMIS,KAB. TANGERANG,BANTEN,15560,021-22359754,021-5902479
S747,PT. INTEGRA DATA EMPRESA,P_SSW_RD,Corporate,-,WWW.PSSWRD.CO,Jln. Mas Putih Blok. D No. 33,GROGOL UTARA,KEBAYORAN LAMA,JAKARTA SELATAN,DKI JAKARTA,12210,021-5300254,5365-3298
S748,DEWAN TEKNOLOGI INFORMASI DAN KOMUNIKASI DAERAH PAPUA,ORGANISASI PEMERINTAH NON STRUKTURAL,Goverment,-,WWW.DETIKDAPAPUA.OR.ID,"Gedung Dinas KOMINFO Lt.1 
Jl. Soa Sio Dok II Jayapura",MANDALA,JAYAPURA UTARA,JAYAPURA,PAPUA,99000,085244333335,085244333335
S749,UNIVERSITAS MUHAMMADIYAH SEMARANG,UNIVERSITAS MUHAMMADIYAH SEMARANG,Education,-,UNIMUS.AC.ID,JL.KEDUNGMUNDU RAYA NO. 18 SEMARANG,KEDUNGMUNDU,TEMBALANG,SEMARANG,JAWA TENGAH,50273,02476740296,02476740291
S751,KOARMATIM TNI ANGKATAN LAUT,KOMANDO ARMADA INDONESIA KAWASAN TIMUR TNI ANGKATAN LAUT,Goverment,-,KOARMATIM.INFO,Dermaga Ujung Surabaya,Perak Barat,Krembangan,Surabaya,JAWA TIMUR,60165,+62.313299048,+62.313299048
S752,STMIK AKAKOM YOGYAKARTA,STMIK AKAKOM,Education,-,AKAKOM.AC.ID,"Jalan Raya Janti, Karangjambe No. 143",BANGUNTAPAN,BANGUNTAPAN,KAB. BANTUL,DI YOGYAKARTA,55198,0274486664,0274486438
S753,PT. INDONESIA BISNIS DIGITAL,INDOBSD,Corporate,-,INDOBSD.ID,"Tempo Scan Tower 32 / F
JL. H. R. Rasuna Said Kav. 3-4",KUNINGAN TIMUR,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12950,021-29349555,021-29349301
S2657,KEMENTERIAN KOORDINATOR BIDANG KEMARITIMAN RI,KEMENTERIAN KOORDINATOR BIDANG KEMARITIMAN RI,Goverment,-,MARITIM.GO.ID,Jl. M. H. Thamrin No. 8,KEBON SIRIH,MENTENG,JAKARTA PUSAT,DKI JAKARTA,10340,+62-21-23951100,+62-21-3141790
S756,YAYASAN BINA DARMA,UNIVERSITAS BINA DARMA,Education,-,BINADARMA.AC.ID,Jl. Jend. A. Yani No. 3,SILABERANTI,SEBERANG ULU I,PALEMBANG,SUMATERA SELATAN,13230,0711-515679,0711-515581
S757,KABUPATEN KUTAI KARTANEGARA,KABUPATEN KUTAI KARTANEGARA,Goverment,-,KUTAIKARTANEGARAKAB.GO.ID,JALAN PAHLAWAN NO. 1,TIMBAU,TENGGARONG,KAB. KUTAI KARTANEGARA,KALIMANTAN TIMUR,75511,0541661350,0541664507
S758,PT. TRIMEDIA SETIYA DATA,"DREAM-CYBER, TRIMEDIA, SETIYADATA",Corporate,-,SETIYADATA.COM,GRAND SERPONG RESIDENCE 1 BLOK B-2 NO.5,SERUA,CIPUTAT,TANGERANG SELATAN,BANTEN,15414,021-29051204,021-29051204
S759,DISKOMINFO PEMERINTAH KABUPATEN TEGAL,PEMERINTAH KABUPATEN TEGAL,Goverment,-,TEGALKAB.GO.ID,Jl. Dr. Sutomo No. 1 Slawi,SLAWI,SLAWI,KAB. TEGAL,JAWA TENGAH,52417,0283-4561555,0283-4561555
S760,DINAS KOMUNIKASI DAN INFORMATIKA PEMKAB BEKASI,DINAS KOMUNIKASI DAN INFORMATIKA PEMKAB BEKASI,Goverment,-,BEKASIKAB.GO.ID,"Komplek Perkantoran Pemda Kabupaten Bekasi
Desa Sukamahi Kecamatan Cikarang Pusat
Bekasi",SUKAMAHI,CIKARANG PUSAT,KAB. BEKASI,JAWA BARAT,17534,021-22157300,021-22157400
S761,PT. ANDAL SOFTWARE SEJAHTERA,ANDAL SOFTWARE SEJAHTERA,Corporate,-,ANDALSOFTWARE.COM,"ITC Roxy Mas D1/28
Jl. K. H. Hasyim Ashari",CIDENG,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10150,021-63858510,021-63858511
S764,UNIVERSITAS KRISTEN INDONESIA,UNIVERSITAS KRISTEN INDONESIA,Education,-,UKI.AC.ID,Jl. Mayjen Sutoyo No. 2,KRAMAT JATI,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,13630,085719425757,8092425
S765,POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH,POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH,Education,-,POLITANIPYK.AC.ID,"Jl. Raya Negara KM. 7 
Tanjung Pati",KOTO TUO,HARAU,KAB. LIMA PULUH KOTA,SUMATERA BARAT,26271,+627527754192,+627527750220
S1700,POLITEKNIK PERTANIAN NEGERI PANGKAJENE KEPULAUAN,POLITANI PANGKEP,Education,-,POLIPANGKEP.AC.ID,"Jl. Poros Makassar-Parepare Km.83 Mandalle Kab. Pangkep, Prop. Sulawesi Selatan, 90655",MANDALLE,MANDALLE,KAB. PANGKAJENE DAN KEPULAUAN,SULAWESI SELATAN,90655,0410-2312704,0410-2312705
S768,PT. VERBIND INTERNET SOLUSINDO,VERBIND,Corporate,-,VERBIND.CO,"Jl. Permata Ayu III no. 100-102, Taman Permata Sektor 6, Lippo Village",BINONG,CURUG,KAB. TANGERANG,BANTEN,15810,02159498055,02159498196
S769,DINAS KOMUNIKASI DAN INFORMATIKA KAB. PINRANG,PEMKAB PINRANG,Goverment,-,PINRANGKAB.GO.ID,Jl. Bintang No. 1,MACORAWALIE,WATANG SAWITTO,KAB. PINRANG,SULAWESI SELATAN,91211,0421-921071,0421-921071
S771,PT. GLOBAL INTERMEDIA NUSANTARA,PT. GLOBAL INTERMEDIA NUSANTARA,Corporate,-,WWW.GI.CO.ID,Jl. Taman Siswa No. 125,WIROGUNAN,MERGANGSAN,YOGYAKARTA,DI YOGYAKARTA,55151,+62(274)382238,+62(274)379492
S772,BALAI JARINGAN INFORMASI DAN KOMUNIKASI,BJIK,Goverment,-,IPTEK.NET.ID,"Gd TEKNOLOGI 3, KOMPLEK PERKANTORAN PUSPIPTEK-SERPONG, TANGERANG SELATAN",MUNCUL,SETU,TANGERANG SELATAN,BANTEN,15314,021 7579 1260,021 7579 1282
S2897,PT. HAVIEST CIPTA MANDIRI,CYBERID,Corporate,-,WWW.CYBER.NET.ID,Jl. H. R. Rasuna Said Kav. 1,GUNTUR,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12980,021-8356123,021-8356123
S775,PT. NINDYA KARYA,KONSTRUKSI,Corporate,-,NINDYAKARYA.CO.ID,Jl. Letjend. MT. Haryono Kav. 22,CAWANG,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,13630,+6221 8093276,+6221 8093105
S776,PT. KONSEP DIGITAL INDONESIA,KONSEP.DIGITAL,Corporate,-,KONSEP.DIGITAL,Gedung Cyber 1 Jl. Kuningan Barat No. 8,KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,021-5277818,021-5277818
S777,PT. BIZNET MULTIMEDIA,INTERNET SERVICE PROVIDER,Corporate,-,WWW.BIZNETNETWORKS.COM,"Mid Plaza 2, 8th Floor
Jl. Jend. Sudirman 10-11",KARET TENGSIN,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,10220,+62-21-57998888,+62-21-5700580
S778,PT. PERSADA KARYA LESTARI MANDIRI,PERKALESMAN,Corporate,-,PERKALESMAN,jl. Bambu Kuning VII no. 173 - Sepatan,SEPANJANG JAYA,RAWA LUMBU,BEKASI,JAWA BARAT,17114,021 82425690,021 82414750
S780,DISKOMINFO KOTA SEMARANG,PEMERINTAH KOTA SEMARANG,Goverment,-,SEMARANGKOTA.GO.ID,Jl. Pemuda No. 148,SEKAYU,SEMARANG TENGAH,SEMARANG,JAWA TENGAH,50132,+62-24-3549448,+62-24-3549448
S781,PEMERINTAH PROVINSI PAPUA,PEMERINTAH PROVINSI PAPUA,Goverment,-,PAPUA.GO.ID,"Kompleks Kantor Gubernur, Jl. Soa Siu Dok 2, Jayapura, Papua",MANDALA,JAYAPURA UTARA,JAYAPURA,PAPUA,99115,(0967)537523,(0967)531847
S782,"PT. ENSEVAL PUTERA MEGATRADING, TBK.",ENSEVAL,Corporate,-,ENSEVAL.COM,"Jl. Pulo Lentut no. 10, Kawasan Industri Pulo Gadung",RAWA TERATE,CAKUNG,JAKARTA TIMUR,DKI JAKARTA,13920,+622146822422,+622146822473
S783,UNIVERSITAS MUHAMMADIYAH MAGELANG,UNIVERSITAS MUHAMMADIYAH MAGELANG,Education,-,UNIMMA.AC.ID,Jl. Mayjend Bambang Soegoeng Km. 5 Mertoyudan Magelang Jawa Tengah,MERTOYUDAN,MERTOYUDAN,KAB. MAGELANG,JAWA TENGAH,56172,+62293362082,+62293362082
S784,KANTOR DISPENDA KOTA BATAM,DISPENDA,Goverment,-,BATAM.GO.ID,Buana Regency Blok. B No. 9,BELIAN,BATAM KOTA,BATAM,KEPULAUAN RIAU,29464,+6282169995214,+6282169995214
S785,PT. INTERNUSA HASTA BUANA,INTERNUSA.CO.ID,Corporate,-,INTERNUSA.CO.ID,Jl. Pramuka Raya No. 165,RAWASARI,CEMPAKA PUTIH,JAKARTA PUSAT,DKI JAKARTA,10570,021 28565201,021 28565201
S786,PT. ARDETAMEDIA GLOBAL KOMPUTINDO,ARDETAMEDIA,Corporate,-,ARDETAMEDIA.COM,JL. MAYJEND BAMBANG SUGENG NO 64,GUNUNGKETUR,PAKUALAMAN,YOGYAKARTA,DI YOGYAKARTA,55111,085108300046,-
S787,CV. SOLUTION TECHNOLOGY,NETWORKING DAN KOMPUTER,Corporate,-,LINKKITA.COM,JALAN PANGERAN DIPONEGORO NO. 84,RIMBA SEKAMPUNG,DUMAI KOTA,DUMAI,RIAU,28822,082390570577,82390570577
S789,PT. HOPNET TUNEL INTEGRASI,HOPNET,Corporate,-,HOPNET.CO.ID,"EPICENTRUM WALK OFFICE LT. 5 NO. 529 A,
JL. H. R. RASUNA SAID",KARET KUNINGAN,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12940,+62817764467,+624801459
S2929,PT. RUMAH TEKNOLOGI,NEUSAT,Corporate,-,RUMAHTEKNOLOGI.ID,Pondok Jati Blok CN No. 4,Jati,Sidoarjo,Kab. Sidoarjo,JAWA TIMUR,61226,0318053775,0318053775
S791,PT. INTI DUNIA SUKSES,I-SAKU,Corporate,-,I-SAKU.COM,Jl. Ancol 1 no. 9-10 Ancol Barat,ANCOL,PADEMANGAN,JAKARTA UTARA,DKI JAKARTA,14430,021 6909400,021 65867478
S792,PT. DIGINET MEDIA,DIGINETMEDIA,Corporate,-,DIGINETMEDIA.CO.ID,"Mraen No.108 RT.004/010
Sedangadi, Mlati, Sleman
Daerah Istimewa Yogyakarta",SENDANGADI,MLATI,KAB. SLEMAN,DI YOGYAKARTA,55285,0274-623404,0274-623404
S793,PT. KALLA INTIKARSA,KALLA,Corporate,-,KALLA,"PT Kalla Intikarsa
Gedung Wisma Kalla Lantai 9  
Jl. Dr. Sam Ratulangi No. 8",KUNJUNG MAE,MARISO,MAKASSAR,SULAWESI SELATAN,90114,"08114132262, 0822214",0411850229
S794,PT. REKADAYA ELEKTRIKA,PT REKADAYA ELEKTRIKA,Corporate,-,REKADAYA.CO.ID,"Ged. Bank Mandiri Lt. 6
Jl. Tanjung Karang No. 3-4 A",KEBON MELATI,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,10230,0213983 8929,0213983 8930
S795,PT. KAISAR ARTHA PUTERA,KAISAR ARTHA PUTERA,Corporate,-,KSR.CO.ID,"Rukan Exclusive Mediterania Blok. H No. 26
BGM PIK RT. 008/05",KAMAL MUARA,PENJARINGAN,JAKARTA UTARA,DKI JAKARTA,14470,021-80624624,021-80624624
S796,"PT. GOTO GOJEK TOKOPEDIA, TBK.",GO-JEK,Corporate,-,GO-JEK.COM,"Pasaraya Blok M Gedung B Lt. 6, 
Jalan Iskandarsyah II No. 7, RW. 2, Melawai, Kebayoran Baru, RT.3/RW.1, Melawai, Kby. Baru",MELAWAI,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12160,021-50505999,021-50505999
S797,PT. RINJANI MAXINDO INTERNASIONAL,RINJANI MAXINDO INTERNASIONAL,Corporate,-,JANI.CO.ID,"Rukan Exclusive Mediterania Blok. H No. 26
BGM PIK RT. 008/05",KAMAL MUARA,PENJARINGAN,JAKARTA UTARA,DKI JAKARTA,14470,021-80624624,021-80624624
S799,PT. PERMODALAN NASIONAL MADANI,ULAMM,Goverment,-,PNM.CO.ID,"Menara Taspen (Gedung Arthaloka) Lantai 1, 2, 6, 7, 8, 10, 15 Jl. Jendral Sudirman Kav. 2",KARET TENGSIN,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,10220,021-2511404,021-2511405
S800,PT. QUANTUM TERA MULTIMEDIA,QTERA,Corporate,-,QTERA.NET,JL. KEBON JERUK RAYA NO. 70 A RT. 003 / RW. 015,PALMERAH,PALMERAH,JAKARTA BARAT,DKI JAKARTA,11480,02153678696,02153678697
S802,PEMERINTAH DAERAH KOTA CIREBON,DISKOMINFO,Goverment,-,CIREBONKOTA.GO.ID,Jl. dr. Sudarsono No. 40 Cirebon,KESAMBI,KESAMBI,CIREBON,JAWA BARAT,45134,02318804620,02318804620
S803,PT. MEGA MEDICA PHARMACEUTICALS,HERBAL NUSANTARA,Corporate,-,HERBAL NUSANTARA.COM,JL. PETA SELATAN KOMP. RUKO MEGAH BLOK. A NO. 48 RT. 011 / RW. 001,KALIDERES,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11840,0215454413,02154373222
S804,DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN SIDOARJO,DISKOMINFO,Goverment,-,SIDOARJOKAB.GO.ID,Jl. Diponegoro No. 139,LEMAHPUTRO,Sidoarjo,Kab. Sidoarjo,JAWA TIMUR,61213,+62318941145,+62318961438
S811,PT. DIGITAL APLIKASI SOLUSI,TELKOMTELSTRA,Corporate,-,TELKOMTELSTRA.CO.ID,"Telkom Telstra
Gedung EightyEight @Kasablanka, Lantai 35
Jl. Kasablanka Raya, Kavling 88",MENTENG DALAM,TEBET,JAKARTA SELATAN,DKI JAKARTA,12870,021-80640600,021-80640600
