no_reg,nama_perusahaan,nama_merek_usaha,tipe_keanggotaan,jenis_perizinan,domain,alamat_kantor,kelurahan,kecamatan,kabkota,provinsi,kodepos,phone,fax
S697,"DINAS KOMUNIKASI, INFORMATIKA, DAN STATISTIK",DISKOMINFO MAGELANNG,Goverment,-,MAGELANGKOTA.GO.ID,Jl. Sarwo Edhie Wibowo no. 2 Kota Magelang,MAGERSARI,MAGELANG SELATAN,MAGELANG,JAWA TENGAH,56126,+62-293360990,+62-293360990
S698,PPPPTK MATEMATIKA,PPPPTK MATEMATIKA,QQ,-,P4TKMATEMATIKA.ORG,"Jl. Kaliurang km.6, Sambisari, Condongcatur, Depok, Sleman",CONDONGCATUR,DEPOK,KAB. SLEMAN,DI YOGYAKARTA,55281,0274-881717,0274-885752
S699,UNIVERSITAS SAM RATULANGI,UNSRAT,Education,-,UNSRAT.AC.ID,"Jl. Kampus Unsrat, Bahu, Manado",KLEAK,MALALAYANG,MANADO,SULAWESI UTARA,95115,0431-863886,0431-822568
0515,PT. SARANA CIPTA KOMUNIKASI,SARANACIPTAKOMUNIKASI.NET,Keanggotaan Penyelenggara,ISP,SARANACIPTAKOMUNIKASI.NET,Jl. MT. Haryono Rt 08/02,LALOLARA,KAMBU,KENDARI,SULAWESI TENGGARA,93231,0401-391362,0401-391362
S700,PT. CG POWER SYSTEMS INDONESIA,CG GLOBAL,Corporate,-,CGGLOBAL.COM,"Kawasan Industri Menara Permai Kav. 10, Jl. Raya Narogong km. 23",DAYEUH,CILEUNGSI,KAB. BOGOR,JAWA BARAT,16820,0218230430,0218230222
S706,PEMERINTAH KABUPATEN KEBUMEN,PEMERINTAH DAERAH,Goverment,-,KEBUMENKAB.GO.ID,"Jl. Indrakila, Kebumen",KEBUMEN,KEBUMEN,KAB. KEBUMEN,JAWA TENGAH,54317,(0287)383349,(0287)385501
S707,PT. KLIK MEDIA NETINDO,KLIKMEDIA.ID,Corporate,-,KLIKMEDIA.ID,"Office 8, Lt. 18-A
Jl Jend. Sudirman Kav.52-53
SCBD",SENAYAN,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12190,021-29601448,021-29601448
S708,STMIK AMIKOM YOGYAKARTA,AMIKOM,Education,-,AMIKOM.AC.ID,Jl Ringroad Utara,CONDONGCATUR,DEPOK,KAB. SLEMAN,DI YOGYAKARTA,55283,0274884201,0274884208
0516,PT. FROZBIT MULTIMEDIA INDONESIA,FROZBIT NETWORKS,Keanggotaan Penyelenggara,ISP,FROZBIT.COM,"Cyber Building Lt. 3 A
Jl. Kuningan Barat No. 8",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,021-80630192,021-5209569
0517,PT. CELEBES MEDIA JARINGAN,B-NET.ID,Keanggotaan Penyelenggara,ISP,B-NET.ID,"Gedung Menara Bosowa Lt. 14 Unit C
Jl. Jend. Sudirman No. 5",PISANG UTARA,UJUNG PANDANG,MAKASSAR,SULAWESI SELATAN,90115,0411-3681124,0411-3681124
S710,PT. IDMARCO PERKASA INDONESIA,IDMARCO,Corporate,-,IDMARCO.COM,Ariobimo Sentral Lt. 3 Jl. H. R. Rasuna Said Blok. X-2 Kav. 5,KUNINGAN TIMUR,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12950,(+62) 21 8066 8889,NA
0518,PT. DAYA AKSES NUSANTARA,NUSANTARA AKSES NETWORK,Keanggotaan Penyelenggara,ISP,NUSAAKSES.NET.ID,Villa Alam Lestari Tahap I Blok. E B No. 2 A RT. 001 / RW. 012,TIBAN BARU,SEKUPANG,BATAM,KEPULAUAN RIAU,29426,0778323107,0778323107
S711,UNIVERSITAS ISLAM NEGERI MATARAM,UIN MATARAM,QQ,-,IAINMATARAM.AC.ID,Jl. Pendidikan No. 35,DASAN AGUNG BARU,SELAPARANG,MATARAM,NUSA TENGGARA BARAT,83125,0370-621298,0370-625337
S712,PEMERINTAH KABUPATEN BOJONEGORO,PEMKAB BOJONEGORO,Goverment,-,BOJONEGOROKAB.GO.ID,"Kantor Bupati Bojonegoro
Jl. P. Mas Tumapel No. 1",KADIPATEN,BOJONEGORO,Kab. Bojonegoro,JAWA TIMUR,62111,+62-353-881826,+62-353-884893
S713,PT. SINAR BUNBUNAN MULYA,SINARHOSTING.COM,Corporate,-,SINARHOSTING.COM,Jl. I Gusti Ngurah Rai Ruko Mal Klender Blok. B III,KLENDER,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,13470,021-79184484,021-79184297
S714,PT. GARANSINDO INTER GLOBAL,"JEEP, DODGE, CHRYSLER,ALFAROMEO, FIAT, DUCATI, PEUGEOTSCOOTERS, ITALJET",Corporate,-,GARANSINDO.COM,"Garasindo Building, Jl. Warung Jati Barat No. 9 RT. 006 RW. 05",KALIBATA,PANCORAN,JAKARTA SELATAN,DKI JAKARTA,12740,02178832222,02178838585
S715,STMIK INDONESIA PADANG,STMIK INDONESIA PADANG,Education,-,STMIKINDONESIA.AC.ID,Jalan Khatib Sulaiman Dalam No. 1,ULAK KARANG UTARA,PADANG UTARA,PADANG,SUMATERA BARAT,25136,0751-7051699,0751-7058325
S1911,PT. ADIMAR JALKIA ABADI,ADIMAR JALKIA ABADI,QQ,-,ADIMARJAKLIA.COM,"GD IS Plaza LT. 5 R. 504 Jalan Pramuka Raya, KAV. 150",UTAN KAYU UTARA,MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,13130,021 79184484,021 79184484
S1910,PT. NOA JAYA,NOAJAYA.COM,QQ,-,NOAJAYA.COM,Jl. Otista Raya No. 141 Rt. 006 / Rw. 008,BIDARA CINA,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,13340,021 79184484,021 79184484
S1909,PT. MAGA INTI JAYA,MAGA INTI JAYA,QQ,-,MAGASOLUSI.COM,Gd. Cyber Lt. 3 A Jl. Kuningan Barat No. 8,KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,021 79184484,021 79184484
0520,PT. ARAZ INTI LINE,ZITLINE,Keanggotaan Penyelenggara,ISP,ZITLINE.NET.ID,"Jl. Pramuka Darfa 3, Perum Wana Lestari, Blok. B No. 9",LANGKAPURA,LANGKAPURA,BANDAR LAMPUNG,LAMPUNG,35154,07218050720,-
S716,PT. PARAMADAKSA TEKNOLOGI NUSANTARA,NEXSOFT,Corporate,-,NEXCLOUD.ID,"Citylofts Sudirman Suite 2610
KH. Mas Mansyur 121",KARET TENGSIN,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,10220,+6221 29704063,+6221 25558609
0521,PT. MITRA LINTAS MULTIMEDIA,FAZNET,Keanggotaan Penyelenggara,ISP,FAZNET.CO.ID,Jl. Dukuh Kupang Barat I No. 180-182,Dukuh Pakis,Dukuh Pakis,SURABAYA,JAWA TIMUR,60225,0315661837,0315614943
S1907,PT. SIRARA AGUNG JAYA,SIRARA AGUNG JAYA,QQ,-,SIRARAAGUNG.COM,"Jl. Makmur 6 B Lantai 1, Ruang 7, Rt. 003/006",PETUKANGAN SELATAN,PESANGGRAHAN,JAKARTA SELATAN,DKI JAKARTA,12270,021 79184484,021 79184484
S1906,PT. NAVIN PERKASA,NAVIN PERKASA,QQ,-,NAVINHOSTING.COM,JL. Kalimas Baru No.29 Blok C-14 Kel Perak Utara Kec.Pabean Cantian Surabaya,Perak utara,Pabean Cantian,Surabaya,JAWA TIMUR,60165,021 79184484,021 79184484
S1905,PT. INOVASI DEWI BERSINAR,INOVASI DEWI BERSINAR,QQ,-,INOVASIDEWI.COM,Jl. Raya Komarudin No. 53 B Rt. 002/005,PENGGILINGAN,CAKUNG,JAKARTA TIMUR,DKI JAKARTA,13940,021 79184484,021 79184484
S717,PT. SAKTI GLOBAL SOLUSINDO,JASA TEKNOLOGI INFORMATIKA,Corporate,-,WWW.SAKTINDO.NET,RUKO BANTARA NO.7 JL. BHAYANGKARA NO.9,SUMURPECUNG,SERANG,SERANG,BANTEN,42115,02548490292,02548490292
S586,PT. TERMINAL TELUK LAMONG,TERMINAL TELUK LAMONG,Corporate,-,WWW.TELUKLAMONG.CO.ID,Jalan raya tambak osuwilangon Km 12 Surabaya,tambak osowilangun,benowo,Surabaya,JAWA TIMUR,60191,03199001500,03199001490
S718,PEMERINTAH KOTA BANDUNG,PEMERINTAH KOTA BANDUNG,Goverment,-,BANDUNG.GO.ID,JL. WASTUKANCANA NO. 2,BABAKAN CIAMIS,SUMUR BANDUNG,BANDUNG,JAWA BARAT,40117,022-4234892,-
0522,PT. KAILI GLOBAL,KAILINET,Keanggotaan Penyelenggara,ISP,KAILI.NET.ID,"Gedung Cyber
Jl. Kartini No. 13",LOLU UTARA,PALU TIMUR,PALU,SULAWESI TENGAH,94235,+62451423614,+62451423614
S1904,BADAN KEPEGAWAIAN NEGARA,BADAN KEPEGAWAIAN NEGARA,QQ,-,BKN.GO.ID,Jl. Letjen Sutoyo No. 12,CILILITAN,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,13640,021-8093008,021-80886634
S719,INSTITUT AGAMA ISLAM NEGERI RADEN INTAN LAMPUNG,UIN RADEN INTAN LAMPUNG,Education,-,RADENINTAN.AC.ID,Jl. Letnan Kolonel Hendro Suratmin,SUKARAME,SUKARAME,BANDAR LAMPUNG,LAMPUNG,35131,0721-780887,0721-780887
S1903,PT. PUSAT JANTUNG HARAPAN KITA,PUSAT JANTUNG NASIONAL HARAPAN KITA,QQ,-,PJNHK.GO.ID,Jl. Let. Jend. S Parman Kav. 87,KOTA BAMBU SELATAN,PALMERAH,JAKARTA BARAT,DKI JAKARTA,11420,0215684085,0215684230
S1902,PT. UBER INDONESIA TECHNOLOGY,UBER,QQ,-,UBER.COM,UOB Plaza lantai 34 Jl. MH Thamrin kav. 8-10,KEBON MELATI,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,10230,02129704921,n/a
S721,PT. IP NETWORK SOLUSINDO,JASA,Corporate,-,WWW.IPNETSOLUSINDO.COM,"komplek Golden Centrum
Jl. Majapahit No. 26 P",PETOJO SELATAN,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10160,021 3501107,021 3511306
S722,CV. ANINDISA KOMPUTINDO PRATAMA,ANINDISA ICT SOLUTIONS,Corporate,-,ANINDISA.CO.ID,"Bekasi Blessing Center, Lt. 2
Jl. Gurame Raya No. 31",KAYURINGIN JAYA,BEKASI SELATAN,BEKASI,JAWA BARAT,17144,+622180682777,+622180682777
S1622,UNIVERSITAS TEKNOLOGI YOGYAKARTA,UTY,Education,-,UTY.AC.ID,"Jl. Ringroad Utara, Jombor",SENDANGADI,MLATI,KAB. SLEMAN,DI YOGYAKARTA,55285,0274623306,0274623310
S725,MARKAS BESAR TNI ANGKATAN DARAT,MABES TNI AD,Goverment,-,TNIAD.MIL.ID,Jl. Veteran No. 5 Jakarta Pusat,GAMBIR,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10110,021-38998274,021-3800821
S726,PT. DENEVA,DOMAINESIA,Corporate,-,DENEVA.CO.ID,"Genius Idea Coworking And Office Space Yogyakarta 
Jl. Magelang, Cokrodiningratan, Jetis,",COKRODININGRATAN,JETIS,YOGYAKARTA,DI YOGYAKARTA,55233,+62274545653,+62
S727,INSTITUT TEKNOLOGI NASIONAL,INSTITUT TEKNOLOGI NASIONAL,Education,-,ITENAS.AC.ID,Jl. PHH Mustapha 23 Bandung,NEGLASARI,CIBEUNYING KALER,BANDUNG,JAWA BARAT,40124,022-7272215,022-7202892
S1901,PT. PALAPA NETWORK NUSANTARA,PALAPANET,QQ,-,PALAPANET.CO.ID,Gedung Cyber lantai 4,KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,17210,0217224466,0217221444
523,PT. JEJARING MITRA PERSADA,JAMPER,Keanggotaan Penyelenggara,JTT,WWW.JAMPER.CO.ID,"Meta Epsi Building lantai 2, Jl. D I Panjaitan Kav. 2, Jatinegara",RAWA BUNGA,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,13350,021-22085100,021-22085151
S1900,PT. INDONESIA SUPER CORRIDOR,SUCORINDO,QQ,-,SUCORINDO.CO.ID,Gedung Cyber Lt. 3 A Jl. Kuningan Barat No. 8,KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,17210,02172798840,0217221444
S1899,PT. MASTER GLOBAL SOLUSI,MAGOSI,QQ,-,MAGOSI.CO.ID,Jl. Wolter monginsidi no. 88 i,PETOGOGAN,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,17210,021-7224466,021-7221444
S1898,"PT. BANK PEMBANGUNAN DAERAH JAWA BARAT & BANTEN, TBK.",BANK,QQ,-,WWW.BANKBJB.CO.ID,Menara bank bjb JL. Naripan No. 12-14 Bandung,BRAGA,SUMUR BANDUNG,BANDUNG,JAWA BARAT,40111,+62-22-4234868,+62-22-4206099
S1897,PT. MULTIMEDIA NETWORK INDONESIA,MULTIMEDIA.CO.ID,QQ,-,MULTIMEDIA.CO.ID,Gedung Cyber lantai 5 Jl. Kuningan Barat No. 8,KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,17210,02172798833,0217221444
S1896,PT. PUSAT INFORMASI KREDIT,PUSINDIT,QQ,-,PUSINDIT.CO.ID,Jl. Wolter Monginsidi No. 88 i,MAMPANG PRAPATAN,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,17210,0217224466,0217221444
S728,PT. ASTRA SEDAYA FINANCE,ASTRA CREDIT COMPANIES,Corporate,-,ACC.CO.ID,"JL. TB SIMATUPANG NO. 90, TANJUNG BARAT, JAGAKARSA",TANJUNG BARAT,JAGAKARSA,JAKARTA SELATAN,DKI JAKARTA,12530,02178859000,-
519,PT. BKVNET TELEMEDIA,BKVNET,Keanggotaan Penyelenggara,ISP,BKVTELEMEDIA.NET,"Jl. Komplek Pertokoan Balikpapan Baru
Funtasy Junction FJ3 No. 31",DAMAI,BALIKPAPAN SELATAN,BALIKPAPAN,KALIMANTAN TIMUR,76115,0542736358,0542736358
S729,KEMENTERIAN KOORDINATOR BIDANG PEREKONOMIAN,INSTANSI PEMERINTAH,Goverment,-,EKON.GO.ID,"GEDUNG ALI WARDHANA, 
JL. LAPANGAN BANTENG TIMUR NO. 2-4",PASAR BARU,SAWAH BESAR,JAKARTA PUSAT,DKI JAKARTA,10710,021-3521981,021-3456821
524,PT. ARTHA MEDIA LINTAS NUSA,ARTHANET,Keanggotaan Penyelenggara,ISP,ARTHA.NET.ID,Jl. Margonda Raya 441 C Depok,PONDOK CINA,BEJI,DEPOK,JAWA BARAT,16424,(021)27803920,(021)27803920
S1895,UNIVERSITAS SEMARANG,UNIVERSITAS SEMARANG,QQ,-,USM.AC.ID,"Jl. Soekarno Hatta, Tlogosari Kulon, Semarang",TLOGOSARI KULON,PEDURUNGAN,SEMARANG,JAWA TENGAH,50196,(024) 6702757,(024) 670 2274
S730,PT. INTEGRA INDOLESTARI (GROUP),-,Corporate,-,IIL.CO.ID,JL BETRO 678,BETRO,SEDATI,Kab. Sidoarjo,JAWA TIMUR,61253,+62318910434,+62318911108
S731,PT. ARUPA CLOUD NUSANTARA,ZETTAGRID INDONESIA,Corporate,-,ZETTAGRID.ID,"EightyEight Kasabanka Lt. 18
Jalan Casablanca Raya Kav. 88",MENTENG DALAM,TEBET,JAKARTA SELATAN,DKI JAKARTA,12870,+622127899962,+62
525,PT. ARKA DATA PRIMATAMA,ARKADATA,Keanggotaan Penyelenggara,ISP,ARKATEL.NET,"Ruko Kawasan CBD Ciledug  Blok A5 No. 16, Jl. HOS Cokroaminoto 9, Karang Tengah",KARANG TENGAH,KARANG TENGAH,TANGERANG,BANTEN,15157,+622129529591,+622129529591
S732,IAIN IMAM BONJOL,IAIN IMAM BONJOL,Education,-,IAINIMAMBONJOL.AC.ID,Jl. Prof. Mahmud Yunus Lubuk Lintah,KURANJI,KURANJI,PADANG,SUMATERA BARAT,25135,0751-24435,0751-24435
S733,UNIVERSITAS 17 AGUSTUS 1945 BANYUWANGI,UNIVERSITAS 17 AGUSTUS 1945 BANYUWANGI,Education,-,WWW.UNTAG-BANYUWANGI.AC.ID,Jl. Adisucipto 26 Banyuwangi,Taman Baru,Banyuwangi,Kab. Banyuwangi,JAWA TIMUR,68416,0333 416440,0333 416440
S734,UNIVERSITAS MUHAMMADIYAH PALEMBANG,UNIVERSITAS MUHAMMADIYAH PALEMBANG,Education,-,UM-PALEMBANG.AC.ID,Kampus A Jl. Jendral Ahmad Yani 13 Ulu,13 ULU,SEBERANG ULU II,PALEMBANG,SUMATERA SELATAN,30263,0711-513022,0711-513078
526,PT. ANDIRA INFOMEDIA,ANDIRA,Keanggotaan Penyelenggara,ISP,ANDIRA.CO.ID,Jl. Gunung Baru No. 4,DASAN AGUNG,SELAPARANG,MATARAM,NUSA TENGGARA BARAT,83125,+628112031980,+62370640444
S736,DINAS KOMINFO KOTA PEKALONGAN,DINKOMINFO,Goverment,-,PEKALONGANKOTA.GO.ID,Jl. MAJAPAHIT NO. 5 PEKALONGAN,PODOSUGIH,PEKALONGAN BARAT,PEKALONGAN,JAWA TENGAH,51111,(0285) 421243,(0285) 7911808
S737,DISKOMLEK MABES TNI AL,DISKOMLEK MABES TNI AL,Goverment,-,TNIALMIL.ID,"Gedung B4 Lt. 8-9 
Mabes TNI AL Cilangkap
Jakarta Timur",CILANGKAP,CIPAYUNG,JAKARTA TIMUR,DKI JAKARTA,13870,021-8723336,021-8723777
S738,PT. IMAN TEKNOLOGI INFORMASI,XECUREIT,Corporate,-,XECUREIT.ID,"Jalan Jatiwaringin Raya No. 24
Komplek Rukan Jatiwaringin Junction, Blok. M",CIPINANG MELAYU,MAKASAR,JAKARTA TIMUR,DKI JAKARTA,13620,02121385352,-
527,PT. BIT TEKNOLOGI NUSANTARA (NAP),BITTEK,Keanggotaan Penyelenggara,NAP,BIT.COM,Perkantoran Permata Senayan Blok F8-9 Jl. Tentara Pelajar,GROGOL UTARA,KEBAYORAN LAMA,JAKARTA SELATAN,DKI JAKARTA,12210,021- 57940688,021- 5791278
528,"PT. BALI TOWERINDO SENTRA, TBK.",BALI FIBER,Keanggotaan Penyelenggara,ISP,BALITOWER.CO.ID,"Wisma KEIAI, 22nd Floor, Jl. Jend. Sudirman Kav. 3",KARET TENGSIN,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,10220,+62 21 5790 5788,+62 21 5790 5789
S739,PT. CIPTA DATA MEDIA,"CMEDIA, WALANJA",Corporate,-,CMEDIA.CO.ID,Jl. Mentor 1 No. 1,SUKARAJA,CICENDO,BANDUNG,JAWA BARAT,40175,022 2056 4410,022 2056 4420
S740,PT. ARKADIA MEDIA NUSANTARA,SUARADOTCOM,Corporate,-,SUARA.COM,Jl. Sisingamangaraja No. 21,GUNUNG,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12120,+62 21 7241888,+62 21 7241887
S1881,PT. ALIANSI TEKNOLOGI INDONESIA,DANA.ME,QQ,-,DANA.ID,"Capital Place 18th Floor, Jend. Gatot Subroto Kav. 18, Jakarta Selatan – 12710",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,+622127937262,+62
S741,PT. BLUE BIRD,BLUE BIRD,Corporate,-,BLUEBIRDGROUP.COM,BLUE BIRD POOL PURI 6 A JL. BOJONG INDAH RAYA NO.  6 A RT / RW 01/01,RAWA BUAYA,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11740,0217989000,02179196052
S742,PT. OTHMAR MATRA MEDIA,OTHMAR NETWORK,Corporate,-,OTHMARNETWORK.COM,"Komplek Perkantoran Taman Kebon Jeruk no IX
Jl. Meruya Ilir No.14, RT.5/RW.8
Srengseng, Kembangan
Jakarta Barat, DKI Jakarta 11620",Srengseng,Kembangan,Jakarta Barat,DKI JAKARTA,11620,021-29986288,021-29986288
S743,PT. SEAMEO BIOTROP,SEAMEO BIOTROP,QQ,-,BIOTROP.ORG,Jl. Raya Tajur no. 6 Bogor,PAKUAN,BOGOR SELATAN,BOGOR,JAWA BARAT,16134,+62-251-8323848,+62-251-8326851
S744,PT. ASURANSI JIWA INHEALTH INDONESIA,MANDIRI INHEALTH,Corporate,-,INHEALTH.CO.ID,"Menara Palma Lt. 20
Jln. H. R. Rasuna Said Blok X2 Kav. 6",KUNINGAN TIMUR,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12950,+62 21 525 0900,+62 21 5250 708
S1880,PT. TELEMARKETING INDONESIA,TELEPERFORMANCE,QQ,-,TELEPERFORMANCE.COM,"18th Floor Menara Jamsostek, JL. Jendral Gatot Subroto kav. 38",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,02125508111,02125508111
S746,PT. CITRA AKSES INDONUSA,CITRAINDO.COM,Corporate,-,CITRAINDO.COM,"TAMAN MERPATI PURIJAYA BLOK AD13 NO,8
SUKAMANTRI KRC.PASAR KEMIS
TANGERANG, BANTEN 15560",SUKAMANTRI,PASARKEMIS,KAB. TANGERANG,BANTEN,15560,021-22359754,021-5902479
S735,PT. DOCOTEL TEKNOLOGI,DOCOTEL,QQ,-,DOCOTEL.COM,Grand ITC Permata Hijau Blok Ruby No. 9 Jl. Letjen Soepono Jakarta Selatan,GROGOL UTARA,KEBAYORAN LAMA,JAKARTA SELATAN,DKI JAKARTA,12210,021-53663958,021-53663958
529,PT. TUJUH AKSES MENTARI PRIMA,7AKSES,Keanggotaan Penyelenggara,ISP,7AKSES.NET,"Gedung Raudha Lantai Dasar Unit A2 Jl. Terusan Kuningan HR Rasuna Said
No. 21",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,021 5279920,021 5279920
S1879,KEMENTERIAN SOSIAL REPUBLIK INDONESIA,KEMENTERIAN SOSIAL REPUBLIK INDONESIA,QQ,-,KEMSOS.GO.ID,Jl. Salemba Raya No. 28,KENARI,SENEN,JAKARTA PUSAT,DKI JAKARTA,10430,021-3103592,021-3103592
S747,PT. INTEGRA DATA EMPRESA,P_SSW_RD,Corporate,-,WWW.PSSWRD.CO,Jln. Mas Putih Blok. D No. 33,GROGOL UTARA,KEBAYORAN LAMA,JAKARTA SELATAN,DKI JAKARTA,12210,021-5300254,5365-3298
530,PT. MEDIA ALVINA SEJATI,MASNET,Keanggotaan Penyelenggara,ISP,MAS.NET.ID,Jl. Jati Serono No. 6 Pasar 2 Tembung,BANDAR KLIPPA,PERCUT SEI TUAN,KAB. DELI SERDANG,SUMATERA UTARA,20371,061-42074444,061-42074444
S748,DEWAN TEKNOLOGI INFORMASI DAN KOMUNIKASI DAERAH PAPUA,ORGANISASI PEMERINTAH NON STRUKTURAL,Goverment,-,WWW.DETIKDAPAPUA.OR.ID,"Gedung Dinas KOMINFO Lt.1 
Jl. Soa Sio Dok II Jayapura",MANDALA,JAYAPURA UTARA,JAYAPURA,PAPUA,99000,085244333335,085244333335
S749,UNIVERSITAS MUHAMMADIYAH SEMARANG,UNIVERSITAS MUHAMMADIYAH SEMARANG,Education,-,UNIMUS.AC.ID,JL.KEDUNGMUNDU RAYA NO. 18 SEMARANG,KEDUNGMUNDU,TEMBALANG,SEMARANG,JAWA TENGAH,50273,02476740296,02476740291
S751,KOARMATIM TNI ANGKATAN LAUT,KOMANDO ARMADA INDONESIA KAWASAN TIMUR TNI ANGKATAN LAUT,Goverment,-,KOARMATIM.INFO,Dermaga Ujung Surabaya,Perak Barat,Krembangan,Surabaya,JAWA TIMUR,60165,+62.313299048,+62.313299048
531,PT. TIGA SATU CYBER NETWORK,TSCN,Keanggotaan Penyelenggara,ISP,TSCN.NET.ID,Jl. P. Emir Moh. Noer No. 99,DURIAN PAYUNG,TANJUNG KARANG PUSAT,BANDAR LAMPUNG,LAMPUNG,35119,+627215600881,+627215600881
S752,STMIK AKAKOM YOGYAKARTA,STMIK AKAKOM,Education,-,AKAKOM.AC.ID,"Jalan Raya Janti, Karangjambe No. 143",BANGUNTAPAN,BANGUNTAPAN,KAB. BANTUL,DI YOGYAKARTA,55198,0274486664,0274486438
S753,PT. INDONESIA BISNIS DIGITAL,INDOBSD,Corporate,-,INDOBSD.ID,"Tempo Scan Tower 32 / F
JL. H. R. Rasuna Said Kav. 3-4",KUNINGAN TIMUR,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12950,021-29349555,021-29349301
S2657,KEMENTERIAN KOORDINATOR BIDANG KEMARITIMAN RI,KEMENTERIAN KOORDINATOR BIDANG KEMARITIMAN RI,Goverment,-,MARITIM.GO.ID,Jl. M. H. Thamrin No. 8,KEBON SIRIH,MENTENG,JAKARTA PUSAT,DKI JAKARTA,10340,+62-21-23951100,+62-21-3141790
0547,PT. TOWER BERSAMA,TOWER BERSAMA,Keanggotaan Penyelenggara,ISP,WWW.TOWER-BERSAMA.COM,"Gedung The Convergence Indonesia Lantai 11, Kawasan Rasuna Epicentrum
Jl. HR. Rasuna Said",KARET KUNINGAN,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12940,021-29248900,021-21572015
S756,YAYASAN BINA DARMA,UNIVERSITAS BINA DARMA,Education,-,BINADARMA.AC.ID,Jl. Jend. A. Yani No. 3,SILABERANTI,SEBERANG ULU I,PALEMBANG,SUMATERA SELATAN,13230,0711-515679,0711-515581
S757,KABUPATEN KUTAI KARTANEGARA,KABUPATEN KUTAI KARTANEGARA,Goverment,-,KUTAIKARTANEGARAKAB.GO.ID,JALAN PAHLAWAN NO. 1,TIMBAU,TENGGARONG,KAB. KUTAI KARTANEGARA,KALIMANTAN TIMUR,75511,0541661350,0541664507
S758,PT. TRIMEDIA SETIYA DATA,"DREAM-CYBER, TRIMEDIA, SETIYADATA",Corporate,-,SETIYADATA.COM,GRAND SERPONG RESIDENCE 1 BLOK B-2 NO.5,SERUA,CIPUTAT,TANGERANG SELATAN,BANTEN,15414,021-29051204,021-29051204
S759,DISKOMINFO PEMERINTAH KABUPATEN TEGAL,PEMERINTAH KABUPATEN TEGAL,Goverment,-,TEGALKAB.GO.ID,Jl. Dr. Sutomo No. 1 Slawi,SLAWI,SLAWI,KAB. TEGAL,JAWA TENGAH,52417,0283-4561555,0283-4561555
S760,DINAS KOMUNIKASI DAN INFORMATIKA PEMKAB BEKASI,DINAS KOMUNIKASI DAN INFORMATIKA PEMKAB BEKASI,Goverment,-,BEKASIKAB.GO.ID,"Komplek Perkantoran Pemda Kabupaten Bekasi
Desa Sukamahi Kecamatan Cikarang Pusat
Bekasi",SUKAMAHI,CIKARANG PUSAT,KAB. BEKASI,JAWA BARAT,17534,021-22157300,021-22157400
S761,PT. ANDAL SOFTWARE SEJAHTERA,ANDAL SOFTWARE SEJAHTERA,Corporate,-,ANDALSOFTWARE.COM,"ITC Roxy Mas D1/28
Jl. K. H. Hasyim Ashari",CIDENG,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10150,021-63858510,021-63858511
0548,PT. RACKH LINTAS ASIA,RACKH LINTAS ASIA,Keanggotaan Penyelenggara,ISP,RACKH.CO.ID,Jl. Senam No. 2,PASAR MERAH BARAT,MEDAN KOTA,MEDAN,SUMATERA UTARA,20217,061-7330092,061-7330092
S1878,PT. ASURANSI JIWA MANULIFE INDONESIA,MANULIFE,QQ,-,MANULIFE.COM,"Sampoerna Strategic Square, South Tower, Jl. Jend. Sudirman Kav. 45-46",KARET SEMANGGI,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12930,02125557788,02125552257
